Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Date,Classifier
TruKKer,https://www.crunchbase.com/organization/trukker,"Freight Service, Logistics, Supply Chain Management, Transportation","Abu Dhabi, Abu Dhabi, United Arab Emirates",TruKKer is a technology enabled truck aggregator that operates multiple truck types for multiple end markets.,34350000,USD,34350000,11/12/19,Y
GuRu,https://www.crunchbase.com/organization/auspion-inc,"Electronics, Information Technology, Product Design, Telecommunications, Wireless","Pasadena, California, United States","GuRu develops products for business and people who wants to stop running wires, changing batteries, or plugging things in.",15000000,USD,15000000,11/12/19,Y
Styra,https://www.crunchbase.com/organization/styra,"Cloud Infrastructure, Cloud Management, Cloud Security, Cyber Security, Software","Redwood City, California, United States",Declarative Authorization to Secure Kubernetes - Creators of Open Policy Agent,14000000,USD,14000000,11/12/19,N
Two Hat Security,https://www.crunchbase.com/organization/community-sift,"Analytics, Big Data, Communities, Developer Tools, Machine Learning, Natural Language Processing, SaaS, Security, Spam Filtering","Kelowna, British Columbia, Canada",Two Hat is the world-leader in filtering of high-risk content.,10665013,USD,10665013,11/12/19,N
OfficeRnD,https://www.crunchbase.com/organization/officernd,"Coworking, Software","London, England, United Kingdom",OfficeRnD is the world's leading Coworking Management Platform.,4167094,USD,4167094,11/12/19,Y
Popmenu,https://www.crunchbase.com/organization/popmenu,Internet,"Woodstock, Georgia, United States",SaaS that helps restaurants turn their menu into a customer conversion engine. ,5144981,USD,5144981,11/12/19,N
Pej,https://www.crunchbase.com/organization/pej,"Apps, Finance, Information Technology","Malmö, Skane Lan, Sweden","Pej is a step ahead so you can be where you are. It’s a stress free, secure payment experience delivered in a friendly and personalized way.",28600000,SEK,2965469,11/12/19,N
Emerge,https://www.crunchbase.com/organization/emerge-io,"Augmented Reality, Consumer Electronics, Media and Entertainment, Telecommunications","Los Angeles, California, United States",We believe in a future where distance and time don’t stand in the way of feeling present.,18899998,USD,18899998,11/13/19,Y
Let’s Do This,https://www.crunchbase.com/organization/let-s-do-this,"E-Commerce, Events, Marketplace, Sports","San Francisco, California, United States",Let’s Do This is an online marketplace that features almost every endurance event on the planet.,21402400,USD,21402400,11/13/19,N
Loft Orbital,https://www.crunchbase.com/organization/loft-orbital-solutions-inc,"Aerospace, Satellite Communication","San Francisco, California, United States","Loft Orbital leases space on satellites for any organization to collect information about the Earth, from space.",16200000,USD,16200000,11/13/19,N
ThreeKit,https://www.crunchbase.com/organization/threekit,"3D Printing, Computer, Information Technology, Product Design, Software","Chicago, Illinois, United States",ThreeKit is a 3D product configuration and visualization platform that enables brands to create and manage beautiful visuals at scale.,30000000,USD,30000000,11/13/19,N
ekincare,https://www.crunchbase.com/organization/ekincare,"Employee Benefits, Health Care, Health Diagnostics, Wellness","Hyderabad, Andhra Pradesh, India",Corporate health benefits platform,5729000,USD,5729000,11/13/19,N
Coolberg,https://www.crunchbase.com/organization/coolberg-beverages,"Craft Beer, Food and Beverage","Mumbai, Maharashtra, India",Coolberg is a non-alcoholic beer company.,3500000,USD,3500000,11/13/19,N
Risalto Health,https://www.crunchbase.com/organization/risalto-health,"Health Care, Health Diagnostics","New York, New York, United States",Risalto Health is a big data and technology enabled healthcare enterprise transforming the delivery of musculoskeletal care. ,8500000,USD,8500000,11/13/19,N
SEaB Energy,https://www.crunchbase.com/organization/seab-energy,"Clean Energy, Energy, Renewable Energy, Waste Management","London, England, United Kingdom","SEaB Energy has patented a micro anaerobic digestion system for onsite and in-building conversion of organics to energy, water, & fertiliser",2050000,GBP,2642031,11/13/19,Y
Niki,https://www.crunchbase.com/organization/niki-ai,"Android, E-Commerce, Machine Learning, Natural Language Processing","Bangalore, Karnataka, India",Har Ghar Ki Local Agent! Building Internet commerce in the style that’s most natural to Bharat.,6287653,USD,6287653,11/14/19,N
Peanut,https://www.crunchbase.com/organization/peanut-2,"Apps, Communities, iOS, Leisure, Location Based Services, Messaging, Mobile Apps, Parenting, Social Network","London, England, United Kingdom","Peanut is a smart, mobile solution for mothers to chat, meet up with, and learn from like-minded women.",5000000,USD,5000000,11/14/19,N
AMP Robotics,https://www.crunchbase.com/organization/amp-robotics,"Artificial Intelligence, Environmental Engineering, Information Technology, Intelligent Systems, Machine Learning, Recycling, Robotics","Louisville, Colorado, United States",AMP Robotics creates robotic systems that sort recyclable material at a fraction of the cost of current technology.,19465813,USD,19465813,11/14/19,Y
Inky,https://www.crunchbase.com/organization/arcode,"Artificial Intelligence, Cyber Security, Email, SaaS","College Park, Maryland, United States",Inky is a cyber-security company that secures email against phishing.,11835000,USD,11835000,11/14/19,N
Silent Eight,https://www.crunchbase.com/organization/silent-eight-search,"Artificial Intelligence, Financial Services, FinTech","Singapore, Central Region, Singapore",Silent Eight helps financial institutions manage their compliance and risk obligations using artificial intelligence.,6200000,USD,6200000,11/14/19,N
Siren,https://www.crunchbase.com/organization/siren-solutions,"Analytics, Big Data, Data Visualization, Intelligent Systems, Search Engine, Software","Galway, Galway, Ireland",Siren is a software company that provides an Investigative Intelligence platform to complex organizations and derive business value.,14739015,USD,14739015,11/14/19,N
Lalilo,https://www.crunchbase.com/organization/lalilo,"EdTech, Education, Reading Apps, Software, Training","San Francisco, California, United States",Lalilo is a literacy web-based app for K-2 teachers willing to differentiate reading instructions.,7300000,USD,7300000,11/14/19,N
Credi2 GmbH | cashpresso,https://www.crunchbase.com/organization/credi2-gmbh,"Banking, Enterprise Applications, Finance, Financial Services, Mobile, Software","Vienna, Wien, Austria","Credi2 GmbH builds and operates digital financing solutions for banks such as Volkswagen Bank, Wirecard, Deutsche Handelsbank and more.",6200000,EUR,7020175,11/14/19,N
Compound,https://www.crunchbase.com/organization/compound-labs,"Blockchain, Cryptocurrency, Ethereum, Finance, Internet, Software","San Francisco, California, United States",Compound is an open-source interest rate protocol that unlocks new financial applications.,33200000,USD,33200000,11/14/19,N
Juvenile Get,https://www.crunchbase.com/organization/juvenile-get,"E-Learning, Education","Beijing, Beijing, China","Juvenile Get is a learning and counseling application for primary and secondary schools,",100000000,CNY,14243391,11/14/19,N
PandaCredit,https://www.crunchbase.com/organization/pandacredit,"Credit, Finance, FinTech, Internet","Jakarta, Jakarta Raya, Indonesia",Pandacredit is a data-driven consumer fintech company that focuses on developing emerging markets.,,,,11/14/19,N
BluePHA,https://www.crunchbase.com/organization/bluepha,"Agriculture, Industrial Manufacturing, Manufacturing","Beijing, Beijing, China",Manufacturing company based in Beijing.,5600000,USD,5600000,11/15/19,N
troy,https://www.crunchbase.com/organization/troy,"CRM, Marketing","Lippstadt, Nordrhein-Westfalen, Germany",troy combines successful debt collection with CRM.,,,,11/15/19,N
Wayve,https://www.crunchbase.com/organization/wayve-9739,"Artificial Intelligence, Autonomous Vehicles, Computer, Electric Vehicle, Machine Learning, Software","Cambridge, Cambridgeshire, United Kingdom",Wayve uses end-to-end deep learning to develop artificial intelligence capable of complex driving.,20000000,USD,20000000,11/17/19,Y
Winterlight Labs,https://www.crunchbase.com/organization/winterlight,"Artificial Intelligence, Information Technology, Machine Learning, Neuroscience, Product Research, Speech Recognition","Toronto, Ontario, Canada",Winterlight builds technology that can quickly and accurately detect signs of cognitive impairment from a sample of speech.,4730000,USD,4730000,11/18/19,N
T Port Inc.,https://www.crunchbase.com/organization/t-port-inc,"Cloud Management, CMS, Hospitality, Hotel, Travel, Travel Accommodations","Seoul, Seoul-t'ukpyolsi, South Korea","Accommodation management platform, GDS, CMS, PMS, RMS",9950000000,KRW,8663795,11/18/19,N
Mediação Online,https://www.crunchbase.com/organization/mediação-online,"Consulting, Internet, Law Enforcement, Legal","São Paulo, Sao Paulo, Brazil","MOL is a specialized platform for conflict resolution, management and prevention, for individuals, companies and institutions.",14000000,BRL,3319187,11/18/19,N
Saturnbird Coffee,https://www.crunchbase.com/organization/saturnbird-coffee,"Coffee, E-Commerce","Changsha, Jiangsu, China",Saturnbird Coffee is a ground coffee brand.,1485000,USD,1485000,11/18/19,N
CyCognito,https://www.crunchbase.com/organization/cycognito,"Cyber Security, Network Security","Palo Alto, California, United States",CyCognito helps identify and eliminate the critical security risks in an organization’s IT ecosystem: the shadow risk that attackers seek.,23000000,USD,23000000,11/19/19,N
Luko,https://www.crunchbase.com/organization/luko,"Artificial Intelligence, Insurance, InsurTech","Paris, Ile-de-France, France",Luko is an insurance company that provides a device that focuses on home security and reduces electricity bills.,22000000,EUR,24550596,11/19/19,Y
Perlego,https://www.crunchbase.com/organization/perlego,"EBooks, EdTech, Education, Publishing, Subscription Service","London, England, United Kingdom",Perlego is an unlimited eBook subscription service for academic and professional content.,14980170,USD,14980170,11/19/19,N
Bison Trails,https://www.crunchbase.com/organization/bison-trails,"Blockchain, Infrastructure, Internet, Software","Brooklyn, New York, United States",Bison Trails allows the user to run secure infrastructure on multiple blockchains.,30750000,USD,30750000,11/19/19,N
Momentous,https://www.crunchbase.com/organization/momentous-0995,"Consumer Goods, Dietary Supplements, Nutrition, Sports","Palo Alto, California, United States","Performance product engineers driven by science, consumed by transparency, and grounded in experience.",5000000,USD,5000000,11/19/19,N
IOTech,https://www.crunchbase.com/organization/iotech-2,"Architecture, Information Technology, Network Security, Security","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",IOTech’s aim is to be a leader in the global Edge/Fog IoT platform market through a productized open source business model.,10000000,USD,10000000,11/19/19,N
